ID,date,from,day_recorded,month_recorded,dnoregion,regionid,intensity_forecast,intensity_index,biomass,coal,imports,gas,nuclear,other,hydro,solar,wind
416,2024-01-01,11:00,Monday,January,Electricity North West,3,24,very low,6.3,0.0,0.5,4.3,41.8,0,0.0,1.7,45.5
417,2024-01-01,11:00,Monday,January,NPG North East,4,39,low,16.8,0.0,5.7,4.7,48.9,0,0.0,3.7,20.2
418,2024-01-01,11:00,Monday,January,NPG Yorkshire,5,115,moderate,34.2,0.0,0.0,18.8,0.0,0,0.0,2.1,44.9
419,2024-01-01,11:00,Monday,January,SP Manweb,6,49,low,2.1,0.0,0.1,11.7,18.2,0,10.4,8.7,48.8
420,2024-01-01,11:00,Monday,January,WPD South Wales,7,257,high,1.1,0.0,1.9,64.8,2.0,0,0.3,8.1,21.8
421,2024-01-01,11:00,Monday,January,WPD West Midlands,8,59,low,5.4,0.0,8.9,12.6,15.5,0,1.5,11.7,44.4
422,2024-01-01,11:00,Monday,January,WPD East Midlands,9,71,low,8.1,0.0,6.9,14.6,5.6,0,0.0,11.1,53.8
423,2024-01-01,11:00,Monday,January,UKPN East,10,22,very low,0.0,0.0,19.0,2.6,16.7,0,0.1,8.0,53.7
424,2024-01-01,11:00,Monday,January,WPD South West,11,246,high,0.2,0.0,6.7,61.9,0.2,0,0.1,21.0,9.9
425,2024-01-01,11:00,Monday,January,SSE South,12,105,low,1.0,0.0,37.9,24.1,1.7,0,0.6,14.4,20.4
426,2024-01-01,11:00,Monday,January,UKPN London,13,50,low,0.0,0.0,46.3,9.6,6.4,0,0.7,5.7,31.3
427,2024-01-01,11:00,Monday,January,UKPN South East,14,67,low,0.0,0.0,62.9,13.7,0.0,0,1.1,4.4,17.9
428,2024-01-01,11:00,Monday,January,England,15,69,low,7.2,0.0,16.6,14.0,14.4,0,0.2,8.5,38.9
429,2024-01-01,11:00,Monday,January,Scotland,16,19,very low,2.1,0.0,0.0,4.1,28.1,0,15.6,0.9,49.2
430,2024-01-01,11:00,Monday,January,Wales,17,187,moderate,0.1,0.0,0.0,47.3,0.2,0,10.6,7.1,34.7
431,2024-01-01,11:00,Monday,January,GB,18,70,low,6.1,0.0,13.5,14.7,15.4,0,2.8,7.4,40.0
432,2024-01-01,11:30,Monday,January,Scottish Hydro Electric Power Distribution,1,2,very low,0.3,0.0,0.1,0.5,5.6,0,43.0,0.2,50.3
433,2024-01-01,11:30,Monday,January,SP Distribution,2,26,very low,3.4,0.0,1.5,5.5,45.6,0,0.0,1.9,42.1
434,2024-01-01,11:30,Monday,January,Electricity North West,3,28,very low,6.5,0.0,2.9,5.0,42.6,0,0.0,2.0,41.0
435,2024-01-01,11:30,Monday,January,NPG North East,4,29,very low,12.5,0.0,22.8,3.1,44.2,0,0.0,3.5,13.8
436,2024-01-01,11:30,Monday,January,NPG Yorkshire,5,126,moderate,33.8,0.0,0.0,21.6,0.0,0,0.0,2.2,42.3
437,2024-01-01,11:30,Monday,January,SP Manweb,6,57,low,2.4,0.0,1.1,13.7,18.8,0,12.8,9.1,42.1
438,2024-01-01,11:30,Monday,January,WPD South Wales,7,285,very high,1.0,0.0,1.5,71.9,0.9,0,0.1,6.2,18.4
439,2024-01-01,11:30,Monday,January,WPD West Midlands,8,69,low,6.2,0.0,9.2,15.0,14.9,0,1.5,11.6,41.5
440,2024-01-01,11:30,Monday,January,WPD East Midlands,9,83,low,9.3,0.0,6.1,17.3,5.1,0,0.0,11.2,51.1
441,2024-01-01,11:30,Monday,January,UKPN East,10,23,very low,0.0,0.0,18.8,3.0,16.8,0,0.1,8.2,53.1
442,2024-01-01,11:30,Monday,January,WPD South West,11,299,very high,0.1,0.0,2.2,75.6,0.1,0,0.1,14.5,7.4
443,2024-01-01,11:30,Monday,January,SSE South,12,121,moderate,1.2,0.0,36.0,28.2,1.6,0,0.7,13.2,19.2
444,2024-01-01,11:30,Monday,January,UKPN London,13,55,low,0.0,0.0,45.6,10.7,6.0,0,0.8,6.0,31.0
445,2024-01-01,11:30,Monday,January,UKPN South East,14,74,low,0.0,0.0,62.1,15.4,0.0,0,1.2,4.5,16.8
446,2024-01-01,11:30,Monday,January,England,15,77,low,7.3,0.0,17.7,16.0,14.0,0,0.3,8.2,36.5
447,2024-01-01,11:30,Monday,January,Scotland,16,22,very low,2.2,0.0,0.0,5.0,27.4,0,18.6,1.1,45.8
448,2024-01-01,11:30,Monday,January,Wales,17,232,high,0.0,0.0,0.0,58.9,0.0,0,8.8,5.9,26.4
449,2024-01-01,11:30,Monday,January,GB,18,80,low,6.2,0.0,14.3,17.3,14.8,0,3.2,7.2,37.1
450,2024-01-01,12:00,Monday,January,Scottish Hydro Electric Power Distribution,1,4,very low,0.5,0.0,0.4,0.8,6.5,0,42.7,0.2,48.9
451,2024-01-01,12:00,Monday,January,SP Distribution,2,29,very low,3.7,0.0,2.8,6.2,46.0,0,0.0,2.0,39.4
452,2024-01-01,12:00,Monday,January,Electricity North West,3,40,low,7.2,0.0,3.8,7.9,42.9,0,0.0,2.0,36.2
453,2024-01-01,12:00,Monday,January,NPG North East,4,27,very low,11.8,0.0,25.9,2.9,44.3,0,0.0,3.2,11.9
454,2024-01-01,12:00,Monday,January,NPG Yorkshire,5,136,moderate,32.9,0.0,0.0,24.5,0.0,0,0.0,2.0,40.6
455,2024-01-01,12:00,Monday,January,SP Manweb,6,67,low,2.6,0.0,1.5,16.1,19.2,0,14.1,8.9,37.5
456,2024-01-01,12:00,Monday,January,WPD South Wales,7,343,very high,0.0,0.0,0.0,87.2,0.1,0,0.0,2.4,10.4
457,2024-01-01,12:00,Monday,January,WPD West Midlands,8,89,low,6.5,0.0,9.6,19.8,14.2,0,1.3,10.6,38.0
458,2024-01-01,12:00,Monday,January,WPD East Midlands,9,82,low,10.0,0.0,6.1,16.9,4.5,0,0.0,10.6,51.9
459,2024-01-01,12:00,Monday,January,UKPN East,10,26,very low,0.0,0.0,19.0,3.6,16.8,0,0.1,7.5,53.0
460,2024-01-01,12:00,Monday,January,WPD South West,11,294,very high,0.1,0.0,3.9,74.3,0.2,0,0.1,12.1,9.3
461,2024-01-01,12:00,Monday,January,SSE South,12,137,moderate,1.2,0.0,35.3,32.3,1.6,0,0.7,10.7,18.2
462,2024-01-01,12:00,Monday,January,UKPN London,13,64,low,0.0,0.0,45.3,13.2,6.1,0,0.8,5.3,29.2
463,2024-01-01,12:00,Monday,January,UKPN South East,14,86,low,0.0,0.0,60.3,18.7,0.0,0,1.2,4.0,15.8
464,2024-01-01,12:00,Monday,January,England,15,84,low,7.4,0.0,17.8,17.6,14.0,0,0.3,7.4,35.5
465,2024-01-01,12:00,Monday,January,Scotland,16,32,very low,2.0,0.0,0.0,7.5,26.8,0,19.3,1.2,43.3
466,2024-01-01,12:00,Monday,January,Wales,17,267,high,0.0,0.0,0.0,67.9,0.1,0,8.5,3.8,19.7
467,2024-01-01,12:00,Monday,January,GB,18,89,low,6.2,0.0,14.4,19.7,14.7,0,3.3,6.3,35.4
468,2024-01-01,12:30,Monday,January,Scottish Hydro Electric Power Distribution,1,5,very low,0.6,0.0,0.8,1.0,7.7,0,42.1,0.3,47.5
469,2024-01-01,12:30,Monday,January,SP Distribution,2,35,low,4.4,0.0,6.0,7.4,48.7,0,0.0,1.9,31.5
470,2024-01-01,12:30,Monday,January,Electricity North West,3,46,low,8.5,0.0,7.1,8.9,44.8,0,0.0,1.9,28.7
471,2024-01-01,12:30,Monday,January,NPG North East,4,26,very low,10.2,0.0,37.2,2.8,38.3,0,0.0,2.4,8.9
472,2024-01-01,12:30,Monday,January,NPG Yorkshire,5,148,moderate,32.8,0.0,0.0,27.6,0.0,0,0.0,1.6,38.0
473,2024-01-01,12:30,Monday,January,SP Manweb,6,82,low,3.1,0.0,2.9,19.8,19.0,0,15.8,7.8,31.5
474,2024-01-01,12:30,Monday,January,WPD South Wales,7,341,very high,0.0,0.0,0.0,86.5,0.0,0,0.0,1.3,12.2
475,2024-01-01,12:30,Monday,January,WPD West Midlands,8,115,moderate,7.0,0.0,10.3,26.2,12.2,0,1.1,8.9,34.3
476,2024-01-01,12:30,Monday,January,WPD East Midlands,9,95,low,10.8,0.0,5.9,20.0,3.8,0,0.0,9.2,50.2
477,2024-01-01,12:30,Monday,January,UKPN East,10,30,very low,0.0,0.0,19.1,4.7,17.3,0,0.1,6.6,52.2
478,2024-01-01,12:30,Monday,January,WPD South West,11,302,very high,0.1,0.0,3.4,76.3,0.3,0,0.1,9.5,10.3
479,2024-01-01,12:30,Monday,January,SSE South,12,163,moderate,1.2,0.0,33.1,38.9,1.6,0,0.6,8.0,16.6
480,2024-01-01,12:30,Monday,January,UKPN London,13,69,low,0.0,0.0,45.4,14.4,6.5,0,0.7,4.5,28.4
481,2024-01-01,12:30,Monday,January,UKPN South East,14,91,low,0.0,0.0,59.9,19.7,0.0,0,1.1,3.4,15.9
482,2024-01-01,12:30,Monday,January,England,15,91,low,7.7,0.0,19.1,19.3,14.0,0,0.2,6.2,33.4
483,2024-01-01,12:30,Monday,January,Scotland,16,57,low,2.4,0.0,0.9,13.6,26.2,0,19.2,1.5,36.1
484,2024-01-01,12:30,Monday,January,Wales,17,279,very high,0.0,0.0,0.0,70.9,0.4,0,8.5,2.6,17.6
485,2024-01-01,12:30,Monday,January,GB,18,100,low,6.5,0.0,15.4,22.3,14.6,0,3.2,5.3,32.7
486,2024-01-01,13:00,Monday,January,Scottish Hydro Electric Power Distribution,1,7,very low,1.0,0.0,1.8,1.5,12.1,0,40.9,0.4,42.3
487,2024-01-01,13:00,Monday,January,SP Distribution,2,33,very low,4.7,0.0,8.1,6.8,49.8,0,0.0,1.7,28.9
488,2024-01-01,13:00,Monday,January,Electricity North West,3,48,low,10.3,0.0,8.0,9.0,45.4,0,0.0,1.5,25.7
489,2024-01-01,13:00,Monday,January,NPG North East,4,26,very low,10.0,0.0,38.3,2.8,39.0,0,0.0,1.9,8.0
490,2024-01-01,13:00,Monday,January,NPG Yorkshire,5,144,moderate,35.4,0.0,0.0,25.7,0.0,0,0.0,1.3,37.6
491,2024-01-01,13:00,Monday,January,SP Manweb,6,89,low,3.8,0.0,3.3,21.4,17.7,0,19.7,5.9,28.3
492,2024-01-01,13:00,Monday,January,WPD South Wales,7,330,very high,0.0,0.0,0.0,83.6,0.0,0,0.0,1.0,15.4
493,2024-01-01,13:00,Monday,January,WPD West Midlands,8,138,moderate,7.9,0.0,9.4,32.0,11.2,0,0.9,6.6,32.0
494,2024-01-01,13:00,Monday,January,WPD East Midlands,9,165,moderate,9.3,0.0,3.9,38.5,3.4,0,0.0,5.9,38.9
495,2024-01-01,13:00,Monday,January,UKPN East,10,33,very low,0.0,0.0,19.1,5.2,17.8,0,0.1,5.2,52.6
496,2024-01-01,13:00,Monday,January,WPD South West,11,290,very high,0.3,0.0,5.9,73.2,0.4,0,0.1,7.3,12.7
497,2024-01-01,13:00,Monday,January,SSE South,12,165,moderate,1.9,0.0,32.0,39.4,1.6,0,0.5,5.9,18.6
498,2024-01-01,13:00,Monday,January,UKPN London,13,63,low,0.0,0.0,45.5,12.8,6.7,0,0.6,3.7,30.7
499,2024-01-01,13:00,Monday,January,UKPN South East,14,83,low,0.0,0.0,62.7,17.7,0.0,0,1.0,2.6,15.9
500,2024-01-01,13:00,Monday,January,England,15,107,low,8.1,0.0,18.9,23.3,14.0,0,0.2,4.5,31.0
501,2024-01-01,13:00,Monday,January,Scotland,16,56,low,2.8,0.0,2.1,13.1,25.5,0,19.2,1.5,35.7
502,2024-01-01,13:00,Monday,January,Wales,17,251,high,0.4,0.0,1.0,63.6,0.2,0,11.4,2.2,21.1
503,2024-01-01,13:00,Monday,January,GB,18,109,low,7.0,0.0,15.7,24.5,14.6,0,3.3,4.0,31.0
504,2024-01-01,13:30,Monday,January,Scottish Hydro Electric Power Distribution,1,6,very low,1.2,0.0,3.1,1.2,12.1,0,42.7,0.3,39.3
505,2024-01-01,13:30,Monday,January,SP Distribution,2,26,very low,4.9,0.0,13.0,5.0,50.3,0,0.0,1.3,25.4
506,2024-01-01,13:30,Monday,January,Electricity North West,3,49,low,10.4,0.0,11.6,9.0,46.7,0,0.0,1.1,21.3
507,2024-01-01,13:30,Monday,January,NPG North East,4,14,very low,7.5,0.0,48.2,0.5,38.7,0,0.0,1.2,3.9
508,2024-01-01,13:30,Monday,January,NPG Yorkshire,5,129,moderate,39.7,0.0,0.0,20.7,0.0,0,0.0,1.0,38.6
509,2024-01-01,13:30,Monday,January,SP Manweb,6,112,moderate,3.4,0.0,4.2,27.4,16.9,0,21.6,3.6,22.9
510,2024-01-01,13:30,Monday,January,WPD South Wales,7,350,very high,0.0,0.0,0.0,88.9,0.0,0,0.0,0.4,10.7
511,2024-01-01,13:30,Monday,January,WPD West Midlands,8,188,moderate,7.4,0.0,7.2,45.0,10.0,0,0.6,3.5,26.5
512,2024-01-01,13:30,Monday,January,WPD East Midlands,9,169,moderate,11.3,0.0,3.6,39.0,3.6,0,0.0,4.0,38.5
513,2024-01-01,13:30,Monday,January,UKPN East,10,30,very low,0.0,0.0,20.4,4.4,18.2,0,0.1,3.6,53.4
514,2024-01-01,13:30,Monday,January,WPD South West,11,263,high,0.8,0.0,10.0,65.9,0.5,0,0.2,5.4,17.3
515,2024-01-01,13:30,Monday,January,SSE South,12,165,moderate,2.6,0.0,33.1,39.0,1.6,0,0.5,3.9,19.3
516,2024-01-01,13:30,Monday,January,UKPN London,13,75,low,0.0,0.0,45.7,15.8,6.4,0,0.7,2.4,29.0
517,2024-01-01,13:30,Monday,January,UKPN South East,14,102,low,0.0,0.0,60.3,22.5,0.0,0,1.0,1.6,14.5
518,2024-01-01,13:30,Monday,January,England,15,109,low,8.8,0.0,20.3,23.7,14.3,0,0.3,2.9,29.6
519,2024-01-01,13:30,Monday,January,Scotland,16,72,low,2.7,0.0,2.3,17.3,24.0,0,19.2,1.1,33.3
520,2024-01-01,13:30,Monday,January,Wales,17,264,high,0.0,0.0,0.0,67.1,0.0,0,14.6,1.1,17.2
521,2024-01-01,13:30,Monday,January,GB,18,114,moderate,7.5,0.0,16.8,25.5,14.6,0,3.6,2.6,29.3
522,2024-01-01,14:00,Monday,January,Scottish Hydro Electric Power Distribution,1,6,very low,1.2,0.0,2.9,1.1,10.2,0,50.9,0.2,33.6
523,2024-01-01,14:00,Monday,January,SP Distribution,2,27,very low,5.5,0.0,13.8,5.0,50.2,0,0.0,1.0,24.5
524,2024-01-01,14:00,Monday,January,Electricity North West,3,55,low,10.9,0.0,12.1,10.5,46.0,0,0.0,0.8,19.8
525,2024-01-01,14:00,Monday,January,NPG North East,4,15,very low,8.2,0.0,48.5,0.6,38.4,0,0.0,0.8,3.6
526,2024-01-01,14:00,Monday,January,NPG Yorkshire,5,128,moderate,40.0,0.0,0.0,20.4,0.0,0,0.0,0.7,38.9
527,2024-01-01,14:00,Monday,January,SP Manweb,6,103,low,3.0,0.0,3.6,25.1,14.9,0,30.5,1.8,21.1
528,2024-01-01,14:00,Monday,January,WPD South Wales,7,347,very high,0.0,0.0,0.0,88.1,0.0,0,0.0,0.3,11.7
529,2024-01-01,14:00,Monday,January,WPD West Midlands,8,196,high,7.3,0.0,6.9,47.1,10.4,0,0.3,2.0,25.9
530,2024-01-01,14:00,Monday,January,WPD East Midlands,9,170,moderate,11.9,0.0,3.8,39.0,3.4,0,0.0,2.6,39.3
531,2024-01-01,14:00,Monday,January,UKPN East,10,33,very low,0.0,0.0,20.6,4.9,18.6,0,0.1,2.3,53.4
532,2024-01-01,14:00,Monday,January,WPD South West,11,260,high,0.9,0.0,11.3,65.1,0.6,0,0.3,3.4,18.5
533,2024-01-01,14:00,Monday,January,SSE South,12,178,moderate,2.5,0.0,31.8,42.5,1.6,0,0.7,2.2,18.7
534,2024-01-01,14:00,Monday,January,UKPN London,13,74,low,0.0,0.0,46.1,15.5,6.5,0,0.9,1.5,29.5
535,2024-01-01,14:00,Monday,January,UKPN South East,14,98,low,0.0,0.0,60.6,21.5,0.0,0,1.4,1.0,15.5
536,2024-01-01,14:00,Monday,January,England,15,110,moderate,9.0,0.0,20.6,23.7,14.4,0,0.7,1.8,29.8
537,2024-01-01,14:00,Monday,January,Scotland,16,77,low,2.4,0.0,1.7,18.7,21.8,0,24.9,0.7,30.0
538,2024-01-01,14:00,Monday,January,Wales,17,257,high,0.0,0.0,0.0,65.1,0.0,0,19.5,0.5,14.9
539,2024-01-01,14:00,Monday,January,GB,18,115,moderate,7.5,0.0,16.7,25.7,14.4,0,5.2,1.6,28.8
540,2024-01-01,14:30,Monday,January,Scottish Hydro Electric Power Distribution,1,5,very low,1.1,0.0,2.6,0.8,8.9,0,56.0,0.1,30.4
541,2024-01-01,14:30,Monday,January,SP Distribution,2,27,very low,6.0,0.0,14.4,4.7,49.8,0,0.0,0.5,24.6
542,2024-01-01,14:30,Monday,January,Electricity North West,3,51,low,12.7,0.0,11.9,8.9,46.6,0,0.0,0.4,19.5
543,2024-01-01,14:30,Monday,January,NPG North East,4,19,very low,8.9,0.0,46.9,1.2,37.5,0,0.0,0.4,5.0
544,2024-01-01,14:30,Monday,January,NPG Yorkshire,5,119,moderate,42.3,0.0,0.0,17.3,0.0,0,0.0,0.3,40.1
545,2024-01-01,14:30,Monday,January,SP Manweb,6,71,low,3.5,0.0,3.7,16.9,13.6,0,39.7,0.5,22.1
546,2024-01-01,14:30,Monday,January,WPD South Wales,7,328,very high,0.0,0.0,0.0,83.2,0.0,0,0.0,0.2,16.6
547,2024-01-01,14:30,Monday,January,WPD West Midlands,8,181,moderate,7.0,0.0,9.3,43.0,10.8,0,1.5,0.9,27.4
548,2024-01-01,14:30,Monday,January,WPD East Midlands,9,183,moderate,9.7,0.0,4.7,42.7,3.1,0,0.0,1.1,38.7
549,2024-01-01,14:30,Monday,January,UKPN East,10,37,low,0.0,0.0,20.6,6.1,19.4,0,0.1,1.0,52.8
550,2024-01-01,14:30,Monday,January,WPD South West,11,261,high,0.6,0.0,11.8,65.3,0.6,0,0.3,1.5,19.9
551,2024-01-01,14:30,Monday,January,SSE South,12,195,high,1.6,0.0,31.2,47.0,1.6,0,0.8,0.8,17.0
552,2024-01-01,14:30,Monday,January,UKPN London,13,84,low,0.0,0.0,45.1,18.0,7.3,0,1.1,0.6,27.9
553,2024-01-01,14:30,Monday,January,UKPN South East,14,108,low,0.0,0.0,57.9,24.2,0.0,0,1.6,0.4,15.9
554,2024-01-01,14:30,Monday,January,England,15,108,low,9.4,0.0,20.8,23.0,14.6,0,1.1,0.8,30.3
555,2024-01-01,14:30,Monday,January,Scotland,16,80,low,2.0,0.0,1.4,19.7,20.1,0,28.5,0.3,28.0
556,2024-01-01,14:30,Monday,January,Wales,17,233,high,0.0,0.0,0.0,59.0,0.1,0,27.1,0.2,13.6
557,2024-01-01,14:30,Monday,January,GB,18,113,moderate,7.7,0.0,16.6,25.1,14.4,0,6.8,0.7,28.8
558,2024-01-01,15:00,Monday,January,Scottish Hydro Electric Power Distribution,1,4,very low,0.9,0.0,2.4,0.7,8.6,0,56.5,0.0,30.8
559,2024-01-01,15:00,Monday,January,SP Distribution,2,25,very low,5.5,0.0,13.9,4.4,49.2,0,0.0,0.1,26.8
560,2024-01-01,15:00,Monday,January,Electricity North West,3,55,low,12.3,0.0,11.9,9.9,45.4,0,0.0,0.1,20.4
561,2024-01-01,15:00,Monday,January,NPG North East,4,17,very low,8.3,0.0,47.7,1.0,39.1,0,0.0,0.1,3.8
562,2024-01-01,15:00,Monday,January,NPG Yorkshire,5,129,moderate,44.4,0.0,0.0,19.2,0.0,0,0.0,0.1,36.3
563,2024-01-01,15:00,Monday,January,SP Manweb,6,62,low,3.1,0.0,3.4,14.7,12.8,0,42.0,0.1,23.9
564,2024-01-01,15:00,Monday,January,WPD South Wales,7,326,very high,0.0,0.0,0.0,82.8,0.0,0,0.0,0.0,17.2
565,2024-01-01,15:00,Monday,January,WPD West Midlands,8,180,moderate,8.9,0.0,7.8,42.4,11.8,0,2.7,0.2,26.2
566,2024-01-01,15:00,Monday,January,WPD East Midlands,9,204,high,12.6,0.0,3.1,47.4,2.7,0,0.0,0.2,34.0
567,2024-01-01,15:00,Monday,January,UKPN East,10,40,low,0.0,0.0,20.9,6.8,19.8,0,0.1,0.2,52.1
568,2024-01-01,15:00,Monday,January,WPD South West,11,265,high,1.1,0.0,11.7,66.3,0.6,0,0.3,0.3,19.7
569,2024-01-01,15:00,Monday,January,SSE South,12,200,high,2.7,0.0,29.4,48.2,1.6,0,0.8,0.2,17.2
570,2024-01-01,15:00,Monday,January,UKPN London,13,83,low,0.0,0.0,45.0,17.7,7.5,0,1.1,0.1,28.4
571,2024-01-01,15:00,Monday,January,UKPN South East,14,106,low,0.0,0.0,58.3,23.8,0.0,0,1.7,0.1,16.2
572,2024-01-01,15:00,Monday,January,England,15,114,moderate,10.1,0.0,20.6,24.5,14.6,0,0.8,0.2,29.2
573,2024-01-01,15:00,Monday,January,Scotland,16,73,low,1.9,0.0,1.1,17.9,20.1,0,28.8,0.1,30.1
574,2024-01-01,15:00,Monday,January,Wales,17,204,high,0.0,0.0,0.0,51.7,0.3,0,34.1,0.0,13.9
575,2024-01-01,15:00,Monday,January,GB,18,116,moderate,8.2,0.0,16.3,25.8,14.2,0,7.3,0.1,28.1
576,2024-01-01,15:30,Monday,January,Scottish Hydro Electric Power Distribution,1,4,very low,1.0,0.0,2.3,0.7,7.7,0,55.8,0.0,32.5
577,2024-01-01,15:30,Monday,January,SP Distribution,2,24,very low,6.1,0.0,13.6,4.1,45.2,0,0.0,0.0,31.0
578,2024-01-01,15:30,Monday,January,Electricity North West,3,55,low,12.6,0.0,11.0,10.0,43.1,0,0.0,0.0,23.3
579,2024-01-01,15:30,Monday,January,NPG North East,4,20,very low,9.4,0.0,46.1,1.6,38.6,0,0.0,0.0,4.2
580,2024-01-01,15:30,Monday,January,NPG Yorkshire,5,136,moderate,44.5,0.0,0.0,20.9,0.0,0,0.0,0.0,34.6
581,2024-01-01,15:30,Monday,January,SP Manweb,6,56,low,3.0,0.0,3.0,13.2,11.7,0,40.8,0.0,28.3
582,2024-01-01,15:30,Monday,January,WPD South Wales,7,325,very high,0.0,0.0,0.0,82.5,0.0,0,0.0,0.0,17.5
583,2024-01-01,15:30,Monday,January,WPD West Midlands,8,180,moderate,9.5,0.0,5.9,42.4,12.5,0,3.5,0.0,26.2
584,2024-01-01,15:30,Monday,January,WPD East Midlands,9,212,high,13.7,0.0,1.5,49.4,3.0,0,0.0,0.0,32.5
585,2024-01-01,15:30,Monday,January,UKPN East,10,45,low,0.0,0.0,13.7,9.3,21.1,0,0.1,0.0,55.9
586,2024-01-01,15:30,Monday,January,WPD South West,11,256,high,1.5,0.0,12.3,63.9,0.7,0,0.4,0.0,21.3
587,2024-01-01,15:30,Monday,January,SSE South,12,195,high,3.4,0.0,28.3,46.8,1.6,0,0.8,0.0,19.1
588,2024-01-01,15:30,Monday,January,UKPN London,13,83,low,0.0,0.0,41.5,18.2,7.3,0,1.2,0.0,31.8
589,2024-01-01,15:30,Monday,January,UKPN South East,14,105,low,0.0,0.0,57.5,23.2,0.0,0,1.8,0.0,17.5
590,2024-01-01,15:30,Monday,January,England,15,121,moderate,10.6,0.0,18.6,26.5,14.4,0,0.4,0.0,29.5
591,2024-01-01,15:30,Monday,January,Scotland,16,57,low,2.5,0.0,2.2,13.5,18.2,0,28.8,0.0,34.8
592,2024-01-01,15:30,Monday,January,Wales,17,166,moderate,0.1,0.0,0.1,42.1,0.6,0,37.3,0.0,19.7
593,2024-01-01,15:30,Monday,January,GB,18,116,moderate,8.5,0.0,14.7,26.0,13.8,0,7.6,0.0,29.4
594,2024-01-01,16:00,Monday,January,Scottish Hydro Electric Power Distribution,1,4,very low,1.2,0.0,2.5,0.7,7.4,0,52.5,0.0,35.7
595,2024-01-01,16:00,Monday,January,SP Distribution,2,22,very low,6.1,0.0,13.2,3.6,41.0,0,0.0,0.0,36.1
596,2024-01-01,16:00,Monday,January,Electricity North West,3,47,low,10.5,0.0,9.5,8.6,40.6,0,0.0,0.0,30.8
597,2024-01-01,16:00,Monday,January,NPG North East,4,19,very low,9.8,0.0,46.6,1.2,39.2,0,0.0,0.0,3.2
598,2024-01-01,16:00,Monday,January,NPG Yorkshire,5,145,moderate,44.6,0.0,0.0,23.2,0.2,0,0.0,0.0,32.0
599,2024-01-01,16:00,Monday,January,SP Manweb,6,42,low,2.8,0.0,2.9,9.7,11.1,0,39.3,0.0,34.3
600,2024-01-01,16:00,Monday,January,WPD South Wales,7,312,very high,0.0,0.0,0.0,79.2,0.2,0,0.0,0.0,20.6
601,2024-01-01,16:00,Monday,January,WPD West Midlands,8,157,moderate,9.7,0.0,6.5,36.5,13.8,0,4.8,0.0,28.7
602,2024-01-01,16:00,Monday,January,WPD East Midlands,9,211,high,14.5,0.0,1.8,48.7,3.4,0,0.0,0.0,31.6
603,2024-01-01,16:00,Monday,January,UKPN East,10,56,low,0.0,0.0,14.0,12.0,21.5,0,0.1,0.0,52.4
604,2024-01-01,16:00,Monday,January,WPD South West,11,261,high,1.4,0.0,11.8,65.2,0.7,0,0.3,0.0,20.6
605,2024-01-01,16:00,Monday,January,SSE South,12,198,high,3.3,0.0,28.5,47.4,1.7,0,0.8,0.0,18.3
606,2024-01-01,16:00,Monday,January,UKPN London,13,83,low,0.0,0.0,42.7,18.0,7.4,0,1.1,0.0,30.8
607,2024-01-01,16:00,Monday,January,UKPN South East,14,97,low,0.0,0.0,58.7,21.3,0.0,0,1.6,0.0,18.4
608,2024-01-01,16:00,Monday,January,England,15,123,moderate,10.6,0.0,18.2,26.8,14.4,0,0.4,0.0,29.6
609,2024-01-01,16:00,Monday,January,Scotland,16,46,low,2.7,0.0,2.4,10.8,17.5,0,27.6,0.0,39.0
610,2024-01-01,16:00,Monday,January,Wales,17,144,moderate,0.5,0.0,0.8,36.4,0.9,0,36.4,0.0,25.1
611,2024-01-01,16:00,Monday,January,GB,18,114,moderate,8.7,0.0,14.5,25.4,13.6,0,7.2,0.0,30.5
612,2024-01-01,16:30,Monday,January,Scottish Hydro Electric Power Distribution,1,4,very low,1.2,0.0,2.7,0.6,6.7,0,49.9,0.0,38.9
613,2024-01-01,16:30,Monday,January,SP Distribution,2,20,very low,5.8,0.0,13.1,3.0,37.1,0,0.0,0.0,41.0
614,2024-01-01,16:30,Monday,January,Electricity North West,3,40,low,8.8,0.0,8.4,7.3,38.9,0,0.0,0.0,36.6
615,2024-01-01,16:30,Monday,January,NPG North East,4,18,very low,9.9,0.0,47.8,0.7,39.4,0,0.0,0.0,2.2
616,2024-01-01,16:30,Monday,January,NPG Yorkshire,5,156,moderate,44.2,0.0,0.0,26.2,0.8,0,0.0,0.0,28.8
617,2024-01-01,16:30,Monday,January,SP Manweb,6,36,low,2.4,0.0,2.6,8.4,10.5,0,37.0,0.0,39.0
618,2024-01-01,16:30,Monday,January,WPD South Wales,7,296,very high,0.0,0.0,0.0,75.2,0.3,0,0.3,0.0,24.2
619,2024-01-01,16:30,Monday,January,WPD West Midlands,8,131,moderate,9.5,0.0,7.8,29.9,15.2,0,6.9,0.0,30.7
620,2024-01-01,16:30,Monday,January,WPD East Midlands,9,209,high,14.9,0.0,3.6,48.0,3.3,0,0.0,0.0,30.2
621,2024-01-01,16:30,Monday,January,UKPN East,10,84,low,0.0,0.0,19.7,18.0,20.1,0,0.1,0.0,42.1
622,2024-01-01,16:30,Monday,January,WPD South West,11,249,high,1.4,0.0,13.9,62.0,0.9,0,0.4,0.0,21.5
623,2024-01-01,16:30,Monday,January,SSE South,12,188,moderate,3.1,0.0,31.6,44.7,1.8,0,0.8,0.0,18.0
